Category,Country,Year,Value
Social protection,Romania,2016,11.697114468969989
Social protection,Romania,2017,11.742927805406682
Social protection,Romania,2018,11.557665067386674
Social protection,Romania,2019,11.788859418338768
Social protection,Romania,2020,13.650308000576905
Social protection,Sweden,2012,20.40503017065272
Social protection,Sweden,2013,20.96300854564675
Social protection,Sweden,2014,20.524280371229295
Social protection,Sweden,2015,20.123856545421933
Social protection,Sweden,2016,20.550007345584554
Social protection,Sweden,2017,19.978022000914535
Social protection,Sweden,2018,19.556630706110038
Social protection,Sweden,2019,18.95531167331943
Social protection,Sweden,2020,19.642938893332808
Social protection,Slovenia,2012,19.48870861411237
Social protection,Slovenia,2013,19.518959354589168
Social protection,Slovenia,2014,18.74805695867865
Social protection,Slovenia,2015,18.282946315047127
Social protection,Slovenia,2016,17.63535031847134
Social protection,Slovenia,2017,17.03436073775961
Social protection,Slovenia,2018,16.578712755823812
Social protection,Slovenia,2019,16.413334404767056
Social protection,Slovenia,2020,18.660331854548858
Social protection,Slovakia,2012,14.82240835961781
Social protection,Slovakia,2013,15.205362128957429
Social protection,Slovakia,2014,14.967290729426558
Social protection,Slovakia,2015,14.631455457654194
Social protection,Slovakia,2016,14.880662325324984
Social protection,Slovakia,2017,14.541176970800723
Social protection,Slovakia,2018,14.305138153451418
Social protection,Slovakia,2019,14.266896095301124
Social protection,Slovakia,2020,16.029858543384382
Sickness and disability,Austria,2012,1.9710154933422879
Sickness and disability,Austria,2013,1.985704679877324
Sickness and disability,Austria,2014,1.9693461817502893
Sickness and disability,Austria,2015,1.9247147290550535
Sickness and disability,Austria,2016,1.8740352564819578
Sickness and disability,Austria,2017,1.8180813992997111
Sickness and disability,Austria,2018,1.7737761245824726
Sickness and disability,Austria,2019,1.770906376244903
Sickness and disability,Austria,2020,1.8525230125248495
Sickness and disability,Belgium,2012,2.841408305619192
Sickness and disability,Belgium,2013,3.0506261453879047
Sickness and disability,Belgium,2014,3.0931260364369226
Sickness and disability,Belgium,2015,3.1449138399822987
Sickness and disability,Belgium,2016,3.2246393913021443
Sickness and disability,Belgium,2017,3.246982755424614
Sickness and disability,Belgium,2018,3.3476520419049374
Sickness and disability,Belgium,2019,3.450406877748645
Sickness and disability,Belgium,2020,3.8046105670771766
Sickness and disability,Bulgaria,2012,0.22860226046458793
Sickness and disability,Bulgaria,2013,0.2777632448834964
Sickness and disability,Bulgaria,2014,0.25705387440152466
Sickness and disability,Bulgaria,2015,0.22286591155650337
Sickness and disability,Bulgaria,2016,0.20728639352429923
Sickness and disability,Bulgaria,2017,0.23719192176854556
Sickness and disability,Bulgaria,2018,0.2507790156656849
Sickness and disability,Bulgaria,2019,0.4485164518303728
Sickness and disability,Bulgaria,2020,0.5743126499661739
Sickness and disability,Switzerland,2012,2.9532999958053434
Sickness and disability,Switzerland,2013,2.939353892799924
Sickness and disability,Switzerland,2014,2.8686649714560475
Sickness and disability,Switzerland,2015,2.897258608542767
Sickness and disability,Switzerland,2016,2.915232778423878
Sickness and disability,Switzerland,2017,2.937852593547364
Sickness and disability,Switzerland,2018,2.907548765725917
Sickness and disability,Switzerland,2019,2.917650461669857
Sickness and disability,Switzerland,2020,3.1170728046412357
Sickness and disability,Cyprus,2012,0.6252757060639945
Sickness and disability,Cyprus,2013,0.6053114416057384
Sickness and disability,Cyprus,2014,0.6023062667307296
Sickness and disability,Cyprus,2015,0.5355490910712096
Sickness and disability,Cyprus,2016,0.52067445749929
Sickness and disability,Cyprus,2017,0.454402237057167
Sickness and disability,Cyprus,2018,0.4715087819664039
Sickness and disability,Cyprus,2019,0.4133550797801192
Sickness and disability,Cyprus,2020,0.4457659089559669
Sickness and disability,Czechia,2012,2.1882371030983316
Sickness and disability,Czechia,2013,2.1989633861464997
Sickness and disability,Czechia,2014,2.160544869418767
Sickness and disability,Czechia,2015,2.1085385431079118
Sickness and disability,Czechia,2016,2.083313373365983
Sickness and disability,Czechia,2017,2.0692010473237663
Sickness and disability,Czechia,2018,2.1266954384617756
Sickness and disability,Czechia,2019,2.2086001059333773
Sickness and disability,Czechia,2020,2.687977223924888
Sickness and disability,Germany,2012,2.961669173973067
Sickness and disability,Germany,2013,3.0434488768740997
Sickness and disability,Germany,2014,3.112764438432345
Sickness and disability,Germany,2015,3.072553516314297
Sickness and disability,Germany,2016,3.129318539974607
Sickness and disability,Germany,2017,3.15331970273877
Sickness and disability,Germany,2018,3.181506187879778
Sickness and disability,Germany,2019,3.2548671852956588
Sickness and disability,Germany,2020,3.389909644303363
Sickness and disability,Denmark,2012,5.1824588141944705
Sickness and disability,Denmark,2013,5.083273846952976
Sickness and disability,Denmark,2014,4.906813367098515
Sickness and disability,Denmark,2015,4.733797381560749
Sickness and disability,Denmark,2016,4.535662324533564
Sickness and disability,Denmark,2017,4.405338793154328
Sickness and disability,Denmark,2018,4.335976041970213
Sickness and disability,Denmark,2019,4.339339067685341
Sickness and disability,Denmark,2020,4.61015326868739
Sickness and disability,Estonia,2012,2.152182042452014
Sickness and disability,Estonia,2013,2.0215961249656282
Sickness and disability,Estonia,2014,1.9931963966839918
Sickness and disability,Estonia,2015,2.0793547699138206
Sickness and disability,Estonia,2016,2.13767766083162
Sickness and disability,Estonia,2017,2.1171791084855
Sickness and disability,Estonia,2018,2.1297845921287046
Sickness and disability,Estonia,2019,2.118517397990974
Sickness and disability,Estonia,2020,2.3826688512652465
Sickness and disability,Greece,2012,1.8213128103424663
Sickness and disability,Greece,2013,1.4954048266553408
Sickness and disability,Greece,2014,1.5995621656999706
Sickness and disability,Greece,2015,1.5989213517802743
Sickness and disability,Greece,2016,1.5032018256194188
Sickness and disability,Greece,2017,1.73371455834088
Sickness and disability,Greece,2018,1.5393380512225319
Sickness and disability,Greece,2019,1.6116611181164888
Sickness and disability,Greece,2020,1.6813185019397738
Sickness and disability,Spain,2012,2.3187767674259825
Sickness and disability,Spain,2013,2.350694685978032
Sickness and disability,Spain,2014,2.400233195946574
Sickness and disability,Spain,2015,2.374565435973924
Sickness and disability,Spain,2016,2.3930833976418224
Sickness and disability,Spain,2017,2.3925325937726885
Sickness and disability,Spain,2018,2.4394052791896725
Sickness and disability,Spain,2019,2.5188817780304182
Sickness and disability,Spain,2020,3.10047773278628
Sickness and disability,Finland,2012,4.450424548714913
Sickness and disability,Finland,2013,4.4963562237851225
Sickness and disability,Finland,2014,4.524473530307351
Sickness and disability,Finland,2015,3.585874115949571
Sickness and disability,Finland,2016,3.268235272483197
Sickness and disability,Finland,2017,3.0985280666015615
Sickness and disability,Finland,2018,3.1298455423152376
Sickness and disability,Finland,2019,3.1431096732233237
Sickness and disability,Finland,2020,3.1873062284173117
Sickness and disability,France,2012,2.7703413053594304
Sickness and disability,France,2013,2.829648179732655
Sickness and disability,France,2014,2.747602644940261
Sickness and disability,France,2015,2.7801633164000523
Sickness and disability,France,2016,2.9148272100671
Sickness and disability,France,2017,2.8881154009895345
Sickness and disability,France,2018,2.900809290036923
Sickness and disability,France,2019,2.9017469801672524
Sickness and disability,France,2020,3.275092632707905
Sickness and disability,Croatia,2012,2.0808494616908555
Sickness and disability,Croatia,2013,2.0334360253031813
Sickness and disability,Croatia,2014,2.164172488184573
Sickness and disability,Croatia,2015,2.220164877292141
Sickness and disability,Croatia,2016,1.977451852289987
Sickness and disability,Croatia,2017,1.9251428902950631
Sickness and disability,Croatia,2018,1.7418934085600752
Sickness and disability,Croatia,2019,1.7051131829977497
Sickness and disability,Croatia,2020,1.8500780368429086
Sickness and disability,Hungary,2012,3.475494675184244
Sickness and disability,Hungary,2013,3.3399941510000524
Sickness and disability,Hungary,2014,3.1056672168697146
Sickness and disability,Hungary,2015,2.9277158638543854
Sickness and disability,Hungary,2016,2.7266620045296706
Sickness and disability,Hungary,2017,2.5479296546262264
Sickness and disability,Hungary,2018,2.335018441125842
Sickness and disability,Hungary,2019,2.1741519087725663
Sickness and disability,Hungary,2020,2.3156649846002035
Sickness and disability,Ireland,2012,2.6292113334024236
Sickness and disability,Ireland,2013,2.6123719474683718
Sickness and disability,Ireland,2014,2.5124919778640304
Sickness and disability,Ireland,2015,1.9252714792496195
Sickness and disability,Ireland,2016,1.948629431028925
Sickness and disability,Ireland,2017,1.4824867545754479
Sickness and disability,Ireland,2018,1.420715038638367
Sickness and disability,Ireland,2019,1.3176729428215952
Sickness and disability,Ireland,2020,1.3362429204873774
Sickness and disability,Iceland,2012,2.7543793935487244
Sickness and disability,Iceland,2013,2.805594705305409
Sickness and disability,Iceland,2014,2.8895684574618117
Sickness and disability,Iceland,2015,2.748918982228891
Sickness and disability,Iceland,2016,2.7281139319939163
Sickness and disability,Iceland,2017,2.9250331923513873
Sickness and disability,Iceland,2018,2.976021869421926
Sickness and disability,Iceland,2019,3.1669718481368903
Sickness and disability,Iceland,2020,3.5385983467247577
Sickness and disability,Italy,2012,1.7831652577721906
Sickness and disability,Italy,2013,1.8381011380986019
Sickness and disability,Italy,2014,1.8439779241265977
Sickness and disability,Italy,2015,1.8234759311446789
Sickness and disability,Italy,2016,1.7962163639910396
Sickness and disability,Italy,2017,1.7691539432848045
Sickness and disability,Italy,2018,1.7616661977320425
Sickness and disability,Italy,2019,1.77686397756712
Sickness and disability,Italy,2020,2.006538034497207
Sickness and disability,Lithuania,2012,4.190037772895703
Sickness and disability,Lithuania,2013,3.946974129197049
Sickness and disability,Lithuania,2014,3.8795778170814046
Sickness and disability,Lithuania,2015,4.007154772838641
Sickness and disability,Lithuania,2016,4.0452662516488855
Sickness and disability,Lithuania,2017,4.02471361022606
Sickness and disability,Lithuania,2018,4.04765880409182
Sickness and disability,Lithuania,2019,3.8887139579865955
Sickness and disability,Lithuania,2020,4.688605092265158
Sickness and disability,Luxembourg,2012,1.9887719177581662
Sickness and disability,Luxembourg,2013,3.0469808226990804
Sickness and disability,Luxembourg,2014,2.964204412710243
Sickness and disability,Luxembourg,2015,2.8827737277507604
Sickness and disability,Luxembourg,2016,2.7609899640799105
Sickness and disability,Luxembourg,2017,2.877831414779057
Sickness and disability,Luxembourg,2018,3.0072586708182807
Sickness and disability,Luxembourg,2019,3.0859209665627767
Sickness and disability,Luxembourg,2020,3.7060249147126476
Sickness and disability,Latvia,2012,1.7363955198551873
Sickness and disability,Latvia,2013,1.8616752883775827
Sickness and disability,Latvia,2014,1.919511720238045
Sickness and disability,Latvia,2015,2.063722677345445
Sickness and disability,Latvia,2016,2.158738417030267
Sickness and disability,Latvia,2017,2.153466447280651
Sickness and disability,Latvia,2018,2.16336918939685
Sickness and disability,Latvia,2019,2.3628848774064006
Sickness and disability,Latvia,2020,2.8137585000330096
Sickness and disability,Malta,2012,1.4230429764410346
Sickness and disability,Malta,2013,1.387158088189016
Sickness and disability,Malta,2014,1.262698403629258
Sickness and disability,Malta,2015,1.0803565176508247
Sickness and disability,Malta,2016,1.0169716632988968
Sickness and disability,Malta,2017,0.9022669771961864
Sickness and disability,Malta,2018,0.884101613774998
Sickness and disability,Malta,2019,0.8675473800774445
Sickness and disability,Malta,2020,1.018687329079307
Sickness and disability,Netherlands,2012,4.936704208182356
Sickness and disability,Netherlands,2013,4.79179000186233
Sickness and disability,Netherlands,2014,4.56295788909405
Sickness and disability,Netherlands,2015,4.28415322720896
Sickness and disability,Netherlands,2016,4.184448927558493
Sickness and disability,Netherlands,2017,4.116123368547686
Sickness and disability,Netherlands,2018,4.0756498494160756
Sickness and disability,Netherlands,2019,4.074140125821747
Sickness and disability,Netherlands,2020,4.358530124414648
Sickness and disability,Norway,2012,6.1762721853753675
Sickness and disability,Norway,2013,6.202950157733807
Sickness and disability,Norway,2014,6.271660355063357
Sickness and disability,Norway,2015,6.800584520611041
Sickness and disability,Norway,2016,7.0216296234456825
Sickness and disability,Norway,2017,6.818687664631332
Sickness and disability,Norway,2018,6.596779456530608
Sickness and disability,Norway,2019,6.8711871508953655
Sickness and disability,Norway,2020,7.565086589030921
Sickness and disability,Poland,2012,2.5695309730885176
Sickness and disability,Poland,2013,2.556002682072447
Sickness and disability,Poland,2014,2.510109802232953
Sickness and disability,Poland,2015,2.5242500254749154
Sickness and disability,Poland,2016,2.4771428228357752
Sickness and disability,Poland,2017,2.3798093747893283
Sickness and disability,Poland,2018,2.235332334944743
Sickness and disability,Poland,2019,2.032827128098588
Sickness and disability,Poland,2020,2.319217891875126
Sickness and disability,Portugal,2012,1.5485847520671958
Sickness and disability,Portugal,2013,1.4944956458444165
Sickness and disability,Portugal,2014,1.4120472431389792
Sickness and disability,Portugal,2015,1.4440230322536127
Sickness and disability,Portugal,2016,1.4164313544226013
Sickness and disability,Portugal,2017,1.3776670449998774
Sickness and disability,Portugal,2018,1.28002121022048
Sickness and disability,Portugal,2019,1.3408771374966997
Sickness and disability,Portugal,2020,1.5229985801837134
Sickness and disability,Romania,2012,0.8602510195966404
Sickness and disability,Romania,2013,0.8539210754438047
Sickness and disability,Romania,2014,0.8698373132503866
Sickness and disability,Romania,2015,0.9849782703362329
Sickness and disability,Romania,2016,1.0943655993069616
Sickness and disability,Romania,2017,0.998825100993031
Sickness and disability,Romania,2018,1.0755469328908989
Sickness and disability,Romania,2019,1.0444351066515716
Sickness and disability,Romania,2020,1.1961724658097135
Sickness and disability,Sweden,2012,4.197382039828657
Sickness and disability,Sweden,2013,4.245959098853979
Sickness and disability,Sweden,2014,4.182311348325642
Sickness and disability,Sweden,2015,4.08909258439231
Sickness and disability,Sweden,2016,3.945897893157669
Sickness and disability,Sweden,2017,3.7950483880543846
Sickness and disability,Sweden,2018,3.7099634544655307
Sickness and disability,Sweden,2019,3.5786939613458193
Sickness and disability,Sweden,2020,3.665854829942958
Sickness and disability,Slovenia,2012,2.5586636251044728
Sickness and disability,Slovenia,2013,2.4482708487064624
Sickness and disability,Slovenia,2014,2.276380854699038
Sickness and disability,Slovenia,2015,2.2441226584578637
Sickness and disability,Slovenia,2016,2.247843889702101
Sickness and disability,Slovenia,2017,2.2147668170922525
Sickness and disability,Slovenia,2018,2.0762354418294415
Sickness and disability,Slovenia,2019,2.002344791492816
Sickness and disability,Slovenia,2020,2.3961838002917872
Sickness and disability,Slovakia,2012,2.9701572180590987
Sickness and disability,Slovakia,2013,3.0841906868851754
Sickness and disability,Slovakia,2014,2.8668906220327552
Sickness and disability,Slovakia,2015,2.755285425454908
Sickness and disability,Slovakia,2016,2.891028386074236
Sickness and disability,Slovakia,2017,2.9090621342413305
Sickness and disability,Slovakia,2018,3.10877254666775
Sickness and disability,Slovakia,2019,3.157643944407677
Sickness and disability,Slovakia,2020,3.8497523920448584
Old age,Austria,2012,12.604055194835762
Old age,Austria,2013,12.87856943066319
Old age,Austria,2014,13.02833801746441
Old age,Austria,2015,12.804253183264724
Old age,Austria,2016,12.66350305362296
Old age,Austria,2017,12.584784732805412
Old age,Austria,2018,12.404052076171226
Old age,Austria,2019,12.566121013824072
Old age,Austria,2020,13.815335559681664
Old age,Belgium,2012,8.460523177722415
Old age,Belgium,2013,8.89284259824883
Old age,Belgium,2014,8.935609212133002
Old age,Belgium,2015,8.910337234288148
Old age,Belgium,2016,8.979590792803195
Old age,Belgium,2017,9.12061361181584
Old age,Belgium,2018,9.221329470571511
Old age,Belgium,2019,9.3568720032592
Old age,Belgium,2020,10.171058071276045
Old age,Bulgaria,2012,9.04493477972776
Old age,Bulgaria,2013,9.698645904181195
Old age,Bulgaria,2014,9.964904941198345
Old age,Bulgaria,2015,9.718787312577625
Old age,Bulgaria,2016,9.370739198451606
Old age,Bulgaria,2017,9.007962871659373
Old age,Bulgaria,2018,8.834713507206784
Old age,Bulgaria,2019,8.402413963952988
Old age,Bulgaria,2020,9.468371434272838
Old age,Switzerland,2012,6.3921876029937845
Old age,Switzerland,2013,7.0682796935507195
Old age,Switzerland,2014,6.812994911630987
Old age,Switzerland,2015,6.738144944301075
Old age,Switzerland,2016,6.687107397954629
Old age,Switzerland,2017,6.651360242347748
Old age,Switzerland,2018,6.558914440463067
Old age,Switzerland,2019,6.6006282632821645
Old age,Switzerland,2020,7.688161114897783
Old age,Cyprus,2012,5.378191778573407
Old age,Cyprus,2013,5.67174603526549
Old age,Cyprus,2014,6.084837669023269
Old age,Cyprus,2015,6.055995809230838
Old age,Cyprus,2016,5.8804657669692535
Old age,Cyprus,2017,5.7506744648589025
Old age,Cyprus,2018,5.929845767724255
Old age,Cyprus,2019,5.888799716951009
Old age,Cyprus,2020,6.508821689069142
Old age,Czechia,2012,7.98210194510648
Old age,Czechia,2013,8.027768458217189
Old age,Czechia,2014,7.803129235407388
Old age,Czechia,2015,7.530629600927587
Old age,Czechia,2016,7.397098149499685
Old age,Czechia,2017,7.241843087905245
Old age,Czechia,2018,7.234565970123786
Old age,Czechia,2019,7.340252245543817
Old age,Czechia,2020,8.201184956446872
Old age,Germany,2012,9.198050493386903
Old age,Germany,2013,9.17427570384335
Old age,Germany,2014,9.115504042795216
Old age,Germany,2015,9.219643246601326
Old age,Germany,2016,9.272890255651186
Old age,Germany,2017,9.375482070054726
Old age,Germany,2018,9.397970553714956
Old age,Germany,2019,9.5921698922626
Old age,Germany,2020,10.212014341801181
Old age,Denmark,2012,7.969031102451901
Old age,Denmark,2013,8.137698184335248
Old age,Denmark,2014,8.25611366774911
Old age,Denmark,2015,8.315581120045008
Old age,Denmark,2016,8.251112554603392
Old age,Denmark,2017,8.18376151002584
Old age,Denmark,2018,8.218207533720747
Old age,Denmark,2019,8.345459385693758
Old age,Denmark,2020,8.470530347572184
Old age,Estonia,2012,6.940452203809853
Old age,Estonia,2013,6.891829007762761
Old age,Estonia,2014,6.884408575333446
Old age,Estonia,2015,7.186618455364154
Old age,Estonia,2016,7.307372206052078
Old age,Estonia,2017,7.0388023630504835
Old age,Estonia,2018,7.057249288529318
Old age,Estonia,2019,7.180700673877262
Old age,Estonia,2020,7.993082104496632
Old age,Greece,2012,16.009610331424785
Old age,Greece,2013,14.806175521612769
Old age,Greece,2014,15.391906836082963
Old age,Greece,2015,15.681336108576966
Old age,Greece,2016,15.91858067488776
Old age,Greece,2017,14.043822786899518
Old age,Greece,2018,13.786097727916985
Old age,Greece,2019,13.847195982355172
Old age,Greece,2020,15.715279805617573
Old age,Spain,2012,8.517763484575756
Old age,Spain,2013,9.026263940502236
Old age,Spain,2014,9.233126220211348
Old age,Spain,2015,9.172964830459739
Old age,Spain,2016,9.203980545934208
Old age,Spain,2017,9.173912594667318
Old age,Spain,2018,9.35607907570571
Old age,Spain,2019,9.530691369740822
Old age,Spain,2020,10.980251147372648
Old age,Finland,2012,11.1924670583027
Old age,Finland,2013,11.855854268528443
Old age,Finland,2014,12.200756898360053
Old age,Finland,2015,13.307945218440286
Old age,Finland,2016,13.835176858926618
Old age,Finland,2017,13.650845555256053
Old age,Finland,2018,13.663893909929667
Old age,Finland,2019,13.721868772356977
Old age,Finland,2020,14.332585553567078
Old age,France,2012,13.292103998268868
Old age,France,2013,13.476406688302273
Old age,France,2014,13.566692173330575
Old age,France,2015,13.484246954192807
Old age,France,2016,13.481405952834416
Old age,France,2017,13.331290303764254
Old age,France,2018,13.24229701951419
Old age,France,2019,13.092156947204975
Old age,France,2020,14.058314567302135
Old age,Croatia,2012,9.039201097236292
Old age,Croatia,2013,8.876816893991732
Old age,Croatia,2014,9.007231336853902
Old age,Croatia,2015,9.022955108389915
Old age,Croatia,2016,8.690563957185136
Old age,Croatia,2017,8.502397676144673
Old age,Croatia,2018,8.373145873145875
Old age,Croatia,2019,8.35861290624034
Old age,Croatia,2020,9.387227342047282
Old age,Hungary,2012,7.827020297742789
Old age,Hungary,2013,7.883043475284063
Old age,Hungary,2014,7.3783358020323
Old age,Hungary,2015,7.05410892713071
Old age,Hungary,2016,7.062363393794885
Old age,Hungary,2017,6.798520287786548
Old age,Hungary,2018,6.584856373838149
Old age,Hungary,2019,6.342692530545753
Old age,Hungary,2020,6.488737652048046
Old age,Ireland,2012,5.431186558809762
Old age,Ireland,2013,5.16205499237703
Old age,Ireland,2014,4.751821255533479
Old age,Ireland,2015,3.654137128155089
Old age,Ireland,2016,3.601261707301818
Old age,Ireland,2017,3.9827285574577385
Old age,Ireland,2018,3.774194328590065
Old age,Ireland,2019,3.6965601228579614
Old age,Ireland,2020,3.856517228468036
Old age,Iceland,2012,2.3946201621965346
Old age,Iceland,2013,2.348160785962136
Old age,Iceland,2014,2.474652257173819
Old age,Iceland,2015,2.393116939849196
Old age,Iceland,2016,6.694249157103199
Old age,Iceland,2017,3.011721120373032
Old age,Iceland,2018,3.0425653407430393
Old age,Iceland,2019,3.2134255793186184
Old age,Iceland,2020,3.4133661673165063
Old age,Italy,2012,13.55273314939613
Old age,Italy,2013,13.865684064244746
Old age,Italy,2014,13.722700720705397
Old age,Italy,2015,13.72001776054079
Old age,Italy,2016,13.40209748065028
Old age,Italy,2017,13.297936050408593
Old age,Italy,2018,13.29853055609625
Old age,Italy,2019,13.53586970406287
Old age,Italy,2020,15.022990791278495
Old age,Lithuania,2012,5.968835864496472
Old age,Lithuania,2013,5.859101870745873
Old age,Lithuania,2014,6.335750779769992
Old age,Lithuania,2015,5.857166956302868
Old age,Lithuania,2016,5.945759695962191
Old age,Lithuania,2017,5.867117037205243
Old age,Lithuania,2018,6.134653917812072
Old age,Lithuania,2019,6.227381093558954
Old age,Lithuania,2020,6.705298013245033
Old age,Luxembourg,2012,10.256586611414646
Old age,Luxembourg,2013,9.116092433979366
Old age,Luxembourg,2014,9.161191165311548
Old age,Luxembourg,2015,9.320438917445324
Old age,Luxembourg,2016,9.12733218166065
Old age,Luxembourg,2017,9.37495702163359
Old age,Luxembourg,2018,9.446917227201054
Old age,Luxembourg,2019,9.60710941808714
Old age,Luxembourg,2020,9.910467575369323
Old age,Latvia,2012,7.512614549157144
Old age,Latvia,2013,7.478730919254277
Old age,Latvia,2014,7.258590185305895
Old age,Latvia,2015,7.161781044355184
Old age,Latvia,2016,7.068616901774841
Old age,Latvia,2017,6.9128829990661265
Old age,Latvia,2018,6.797102244662752
Old age,Latvia,2019,6.9628340276283796
Old age,Latvia,2020,7.514689377434476
Old age,Malta,2012,8.090162264919545
Old age,Malta,2013,7.911332653600694
Old age,Malta,2014,7.4436356572316615
Old age,Malta,2015,6.789240449348285
Old age,Malta,2016,7.004012863932606
Old age,Malta,2017,6.675267664158972
Old age,Malta,2018,6.49525133194348
Old age,Malta,2019,6.424082551012492
Old age,Malta,2020,7.158918261926465
Old age,Netherlands,2012,6.593452032724521
Old age,Netherlands,2013,6.732398332684799
Old age,Netherlands,2014,6.89186372029305
Old age,Netherlands,2015,6.528619958029472
Old age,Netherlands,2016,6.557048410572934
Old age,Netherlands,2017,6.370419944021914
Old age,Netherlands,2018,6.257986245247013
Old age,Netherlands,2019,6.25615733252978
Old age,Netherlands,2020,6.6908967647169595
Old age,Norway,2012,5.7602541113170345
Old age,Norway,2013,6.05575046329885
Old age,Norway,2014,6.431388133481161
Old age,Norway,2015,6.912204969911942
Old age,Norway,2016,7.336600113596892
Old age,Norway,2017,7.207501785771924
Old age,Norway,2018,7.017460532134592
Old age,Norway,2019,7.324367589122245
Old age,Norway,2020,7.879375684196767
Old age,Poland,2012,9.15852900987936
Old age,Poland,2013,9.462339232725403
Old age,Poland,2014,9.345750930397074
Old age,Poland,2015,9.104571851591286
Old age,Poland,2016,9.167427336508174
Old age,Poland,2017,9.009503779312052
Old age,Poland,2018,9.167379586660712
Old age,Poland,2019,9.522920642766158
Old age,Poland,2020,10.094076334531477
Old age,Portugal,2012,11.530842161054716
Old age,Portugal,2013,12.564086471940374
Old age,Portugal,2014,12.553039894552962
Old age,Portugal,2015,12.406990694061426
Old age,Portugal,2016,12.208067143618578
Old age,Portugal,2017,11.617109098777629
Old age,Portugal,2018,11.374565573063409
Old age,Portugal,2019,11.258796517871053
Old age,Portugal,2020,12.481017998802107
Old age,Romania,2012,9.198190063436783
Old age,Romania,2013,9.015671428241594
Old age,Romania,2014,8.651469814459508
Old age,Romania,2015,8.50463977919717
Old age,Romania,2016,8.502438590447555
Old age,Romania,2017,8.85015477550845
Old age,Romania,2018,8.569921469157125
Old age,Romania,2019,8.699536887106976
Old age,Romania,2020,9.866812767760036
Old age,Sweden,2012,10.647848755374827
Old age,Sweden,2013,11.002698422793038
Old age,Sweden,2014,10.755846346419453
Old age,Sweden,2015,10.4390457232543
Old age,Sweden,2016,10.59636495437695
Old age,Sweden,2017,10.546168901443778
Old age,Sweden,2018,10.494693663181517
Old age,Sweden,2019,10.370761812193901
Old age,Sweden,2020,10.736596162281888
Old age,Slovenia,2012,10.959002352889254
Old age,Slovenia,2013,11.221447126950729
Old age,Slovenia,2014,11.023188952630978
Old age,Slovenia,2015,10.791041011412366
Old age,Slovenia,2016,10.49076235312735
Old age,Slovenia,2017,10.036897280482107
Old age,Slovenia,2018,9.927348107846536
Old age,Slovenia,2019,9.815157078365075
Old age,Slovenia,2020,10.980719089080106
Old age,Slovakia,2012,7.305296859576398
Old age,Slovakia,2013,7.676715065080115
Old age,Slovakia,2014,7.849963001525778
Old age,Slovakia,2015,7.580935027331952
Old age,Slovakia,2016,7.902767728375738
Old age,Slovakia,2017,7.783639758639138
Old age,Slovakia,2018,7.683252350216469
Old age,Slovakia,2019,7.629702183984116
Old age,Slovakia,2020,8.297489236065763
Survivors,Austria,2012,1.4908693782892364
Survivors,Austria,2013,1.4978842901520235
Survivors,Austria,2014,1.4857745595701106
Survivors,Austria,2015,1.4555760433985963
Survivors,Austria,2016,1.4189839153486499
Survivors,Austria,2017,1.382221609754552
Survivors,Austria,2018,1.350908353299638
Survivors,Austria,2019,1.3386979614497083
Survivors,Austria,2020,1.4392095369939049
Survivors,Belgium,2012,1.9057954858254567
Survivors,Belgium,2013,1.8987222561596417
Survivors,Belgium,2014,1.824600443718451
Survivors,Belgium,2015,1.7634449992248644
Survivors,Belgium,2016,1.7275642762028838
Survivors,Belgium,2017,1.6881020810915446
Survivors,Belgium,2018,1.6372539728221318
Survivors,Belgium,2019,1.5670904323663675
Survivors,Belgium,2020,1.6459041164022155
Survivors,Bulgaria,2012,
Survivors,Bulgaria,2013,
Survivors,Bulgaria,2014,
Survivors,Bulgaria,2015,
Survivors,Bulgaria,2016,
Survivors,Bulgaria,2017,
Survivors,Bulgaria,2018,
Survivors,Bulgaria,2019,
Survivors,Bulgaria,2020,
Survivors,Switzerland,2012,0.3062098886019211
Survivors,Switzerland,2013,0.30664110728564603
Survivors,Switzerland,2014,0.30490069149630167
Survivors,Switzerland,2015,0.3058673031801535
Survivors,Switzerland,2016,0.30445581458335313
Survivors,Switzerland,2017,0.30377914836930225
Survivors,Switzerland,2018,0.2961072718997292
Survivors,Switzerland,2019,0.29866092155212437
Survivors,Switzerland,2020,0.31152081487619376
Survivors,Cyprus,2012,1.2833796690501347
Survivors,Cyprus,2013,1.4051872751561783
Survivors,Cyprus,2014,1.491179902532775
Survivors,Cyprus,2015,1.4946333634266225
Survivors,Cyprus,2016,1.4568366134071042
Survivors,Cyprus,2017,1.415391583466257
Survivors,Cyprus,2018,1.3656223039340074
Survivors,Cyprus,2019,1.3263606630940359
Survivors,Cyprus,2020,1.4793399376110417
Survivors,Czechia,2012,0.6860305989082802
Survivors,Czechia,2013,0.6732032496872287
Survivors,Czechia,2014,0.6319172380407462
Survivors,Czechia,2015,0.6004427978121966
Survivors,Czechia,2016,0.5681405106558046
Survivors,Czechia,2017,0.5374153479394785
Survivors,Czechia,2018,0.520214911563465
Survivors,Czechia,2019,0.50954397675671
Survivors,Czechia,2020,0.6035993538623222
Survivors,Germany,2012,1.8776021651471055
Survivors,Germany,2013,1.8625571344727623
Survivors,Germany,2014,1.8448946687025822
Survivors,Germany,2015,1.8579529307575888
Survivors,Germany,2016,1.8606965808966611
Survivors,Germany,2017,1.85117961777201
Survivors,Germany,2018,1.8545216835787188
